,ecosystem,species,year,biomass,abundance,biomass_index,abundance_index,avg_len,avg_mass,source,agency,season,species_lower
556,CB,Summer_flounder_YOY,2000,,,,0.57,0.2375,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
557,CB,Summer_flounder_YOY,2001,,,,0.47,0.2415,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
558,CB,Summer_flounder_YOY,2002,,,,0.77,0.2414,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
559,CB,Summer_flounder_YOY,2003,,,,0.44,0.2462,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
560,CB,Summer_flounder_YOY,2004,,,,1.3,0.2168,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
561,CB,Summer_flounder_YOY,2005,,,,0.35,0.2321,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
562,CB,Summer_flounder_YOY,2006,,,,0.8,0.222,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
563,CB,Summer_flounder_YOY,2007,,,,1.0,0.2268,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
564,CB,Summer_flounder_YOY,2008,,,,1.35,0.2107,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
565,CB,Summer_flounder_YOY,2009,,,,0.75,0.2241,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
566,CB,Summer_flounder_YOY,2010,,,,0.55,0.226,,VIMS_Juvenile_Trawl,VIMS,Sep-Nov,summer_flounder_yoy
576,CB,Weakfish_YOY,1988,,,,8.13,0.1008,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
577,CB,Weakfish_YOY,1989,,,,11.74,0.0899,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
578,CB,Weakfish_YOY,1990,,,,4.46,0.1107,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
579,CB,Weakfish_YOY,1991,,,,3.16,0.1088,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
580,CB,Weakfish_YOY,1992,,,,6.78,0.0844,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
581,CB,Weakfish_YOY,1993,,,,5.81,0.0813,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
582,CB,Weakfish_YOY,1994,,,,2.51,0.1079,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
583,CB,Weakfish_YOY,1995,,,,5.95,0.0878,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
584,CB,Weakfish_YOY,1996,,,,7.26,0.0929,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
585,CB,Weakfish_YOY,1997,,,,6.81,0.09,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
586,CB,Weakfish_YOY,1998,,,,7.6,0.0841,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
587,CB,Weakfish_YOY,1999,,,,6.78,0.0859,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
588,CB,Weakfish_YOY,2000,,,,8.35,0.0863,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
589,CB,Weakfish_YOY,2001,,,,5.09,0.1027,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
590,CB,Weakfish_YOY,2002,,,,6.93,0.083,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
591,CB,Weakfish_YOY,2003,,,,9.23,0.0818,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
592,CB,Weakfish_YOY,2004,,,,6.66,0.0814,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
593,CB,Weakfish_YOY,2005,,,,5.69,0.0758,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
594,CB,Weakfish_YOY,2006,,,,6.34,0.0891,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
595,CB,Weakfish_YOY,2007,,,,5.35,0.0924,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
596,CB,Weakfish_YOY,2008,,,,5.77,0.0795,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
597,CB,Weakfish_YOY,2009,,,,6.18,0.0925,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
598,CB,Weakfish_YOY,2010,,,,14.11,0.0818,,VIMS_Juvenile_Trawl,VIMS,Aug-Oct,weakfish_yoy
621,CB,White_catfish_YOY,1988,,,,0.25,0.0932,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
622,CB,White_catfish_YOY,1989,,,,3.63,0.0849,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
623,CB,White_catfish_YOY,1990,,,,0.76,0.0773,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
624,CB,White_catfish_YOY,1991,,,,0.07,0.0917,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
625,CB,White_catfish_YOY,1992,,,,0.81,0.0822,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
626,CB,White_catfish_YOY,1993,,,,0.76,0.0852,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
627,CB,White_catfish_YOY,1994,,,,0.26,0.0836,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
628,CB,White_catfish_YOY,1995,,,,0.21,0.0853,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
629,CB,White_catfish_YOY,1996,,,,0.36,0.083,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
630,CB,White_catfish_YOY,1997,,,,0.37,0.0799,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
631,CB,White_catfish_YOY,1998,,,,0.07,0.09,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
632,CB,White_catfish_YOY,1999,,,,0.0,,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
633,CB,White_catfish_YOY,2000,,,,0.05,0.0878,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
634,CB,White_catfish_YOY,2001,,,,0.02,0.0695,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
635,CB,White_catfish_YOY,2002,,,,0.0,,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
636,CB,White_catfish_YOY,2003,,,,0.29,0.0868,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
637,CB,White_catfish_YOY,2004,,,,0.12,0.0856,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
638,CB,White_catfish_YOY,2005,,,,0.04,0.0796,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
639,CB,White_catfish_YOY,2006,,,,0.08,0.0899,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
640,CB,White_catfish_YOY,2007,,,,0.02,0.0782,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
641,CB,White_catfish_YOY,2008,,,,0.03,0.0922,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
642,CB,White_catfish_YOY,2009,,,,0.13,0.0838,,VIMS_Juvenile_Trawl,VIMS,Jan-Apr,white_catfish_yoy
673,CB,White_perch_YOY,1988,,,,6.15,0.0739,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
674,CB,White_perch_YOY,1989,,,,12.93,0.0722,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
675,CB,White_perch_YOY,1990,,,,3.24,0.0767,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
676,CB,White_perch_YOY,1991,,,,4.15,0.0759,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
677,CB,White_perch_YOY,1992,,,,1.71,0.0752,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
678,CB,White_perch_YOY,1993,,,,19.24,0.0742,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
679,CB,White_perch_YOY,1994,,,,14.28,0.0749,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
680,CB,White_perch_YOY,1995,,,,2.58,0.0785,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
681,CB,White_perch_YOY,1996,,,,24.41,0.0713,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
682,CB,White_perch_YOY,1997,,,,9.34,0.0739,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
683,CB,White_perch_YOY,1998,,,,3.84,0.0753,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
684,CB,White_perch_YOY,1999,,,,0.74,0.0768,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
685,CB,White_perch_YOY,2000,,,,8.23,0.0756,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
686,CB,White_perch_YOY,2001,,,,1.93,0.0759,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
687,CB,White_perch_YOY,2002,,,,4.66,0.0765,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
688,CB,White_perch_YOY,2003,,,,21.98,0.0745,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
689,CB,White_perch_YOY,2004,,,,6.52,0.0748,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
690,CB,White_perch_YOY,2005,,,,11.75,0.0736,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
691,CB,White_perch_YOY,2006,,,,4.35,0.0761,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
692,CB,White_perch_YOY,2007,,,,3.1,0.078,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
693,CB,White_perch_YOY,2008,,,,8.39,0.0739,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
694,CB,White_perch_YOY,2009,,,,7.22,0.0756,,VIMS_Juvenile_Trawl,VIMS,Dec-Feb__of_following_yr,white_perch_yoy
711,CTS,Anchovy_spp_yoy-est,1990,,,,0.70408163265,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
712,CTS,Anchovy_spp_yoy-est,2008,,,,0.29411764706,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
1342,CTS,y-o-y_winter_flounder,1988,,,,24.188571429,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1343,CTS,y-o-y_winter_flounder,1989,,,,7.1279620853,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1344,CTS,y-o-y_winter_flounder,1990,,,,6.6428571429,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1345,CTS,y-o-y_winter_flounder,1991,,,,8.5416666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1346,CTS,y-o-y_winter_flounder,1992,,,,21.979166667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1347,CTS,y-o-y_winter_flounder,1993,,,,10.0625,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1348,CTS,y-o-y_winter_flounder,1994,,,,29.808510638,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1349,CTS,y-o-y_winter_flounder,1995,,,,19.083333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1350,CTS,y-o-y_winter_flounder,1996,,,,30.958333333,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1351,CTS,y-o-y_winter_flounder,1997,,,,18.375,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1352,CTS,y-o-y_winter_flounder,1998,,,,20.64,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1353,CTS,y-o-y_winter_flounder,1999,,,,31.1875,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1354,CTS,y-o-y_winter_flounder,2000,,,,14.75,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1355,CTS,y-o-y_winter_flounder,2001,,,,2.875,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1356,CTS,y-o-y_winter_flounder,2002,,,,6.2916666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1357,CTS,y-o-y_winter_flounder,2003,,,,27.291666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1358,CTS,y-o-y_winter_flounder,2004,,,,19.041666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1359,CTS,y-o-y_winter_flounder,2005,,,,9.7916666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1360,CTS,y-o-y_winter_flounder,2006,,,,2.2916666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1361,CTS,y-o-y_winter_flounder,2007,,,,7.6041666667,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1362,CTS,y-o-y_winter_flounder,2008,,,,3.7647058824,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
1363,CTS,y-o-y_winter_flounder,2009,,,,1.5,,,CT_Estuarine_Seine_Survey,CT_DEP,Fall,y-o-y_winter_flounder
8434,LIS,American_eel_yoy/larvae,2007,2.7507947552e-05,0.27507947552,0.0025,0.016666666667,,0.15,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_eel_yoy/larvae
8505,LIS,American_sand_lance_yoy,1994,2.2006358042e-07,275.07947552,0.025,0.4525,,0.125,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8506,LIS,American_sand_lance_yoy,1995,5.5015895104e-06,1.3753973776,0.0325,0.76833333333,,0.195,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8507,LIS,American_sand_lance_yoy,1998,2.7507947552e-07,27.507947552,0.04,1.11375,,0.14545454545,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8508,LIS,American_sand_lance_yoy,1999,2.1934441839e-07,295.71043619,0.031932773109,0.58823529412,,0.17272727273,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8509,LIS,American_sand_lance_yoy,2001,3.3831363313e-06,118.28417447,0.03625,0.6325,,0.145,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8510,LIS,American_sand_lance_yoy,2006,4.2662497605e-07,2246.2989971,0.0075,0.1125,,0.1125,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8511,LIS,American_sand_lance_yoy,2007,1.3753973776e-05,0.55015895104,0.04,0.6325,,0.17777777778,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8512,LIS,American_sand_lance_yoy,2008,5.5759353146e-07,1031.5480332,0.0225,0.55375,,0.16363636364,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8513,LIS,American_sand_lance_yoy,2009,2.859800608e-07,2181.9303998,0.0675,1.5075,,0.15428571429,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,american_sand_lance_yoy
8566,LIS,Anchovy_spp_yoy-est,1999,7.7356432936e-08,1100.4554418,10.290833333,47.85,,13.422826087,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8567,LIS,Anchovy_spp_yoy-est,2000,3.2436454822e-07,6478.1216485,9.69,46.6125,,12.503225806,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8568,LIS,Anchovy_spp_yoy-est,2001,1.8440168772e-06,385.79896442,11.1525,48.008333333,,16.522222222,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8569,LIS,Anchovy_spp_yoy-est,2002,0.00013959639647,625.11810812,23.85375,104.5875,,29.358461538,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8570,LIS,Anchovy_spp_yoy-est,2003,8.7992007637e-06,1937.6598256,15.771666667,67.5,,22.265882353,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8571,LIS,Anchovy_spp_yoy-est,2004,4.9956397608e-06,5409.4378861,12.25875,39.7125,,17.205263158,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8572,LIS,Anchovy_spp_yoy-est,2005,2.6118796201e-05,1339.7745855,24.11,108.61666667,,29.224242424,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8573,LIS,Anchovy_spp_yoy-est,2006,1.412775824e-05,1797.8644361,11.28625,45.25,,14.331746032,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8574,LIS,Anchovy_spp_yoy-est,2007,1.7240621259e-05,522.66475747,20.791666667,85.85,,26.827956989,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8575,LIS,Anchovy_spp_yoy-est,2008,7.9467233303e-06,7044.2352092,6.91875,26.9975,,9.5431034483,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8576,LIS,Anchovy_spp_yoy-est,2009,1.0070090051e-06,465.02185337,13.591666667,69.340833333,,16.642857143,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,anchovy_spp_yoy-est
8577,LIS,Anchovy_spp_yoy-est,2005,3.9297067932e-06,1.9255563287,1.4546218487,,,2.9844827586,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,anchovy_spp_yoy-est
8578,LIS,Anchovy_spp_yoy-est,2008,2.7507947552e-05,0.27507947552,0.085,,,0.37777777778,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,anchovy_spp_yoy-est
8579,LIS,Anchovy_spp_yoy-est,2009,3.438493444e-06,2.2006358042,3.3758333333,,,6.3296875,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,anchovy_spp_yoy-est
8734,LIS,Atlantic_herring_yoy-est,2006,8.2523842657e-08,825.23842657,,5.2826086957,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,atlantic_herring_yoy-est
8735,LIS,Atlantic_herring_yoy-est,2007,1.8292785122e-06,4056.0468666,,0.9875,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall,atlantic_herring_yoy-est
8736,LIS,Atlantic_herring_yoy-est,2001,4.2028627806e-05,423.56737641,0.075,4.45375,,0.15384615385,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8737,LIS,Atlantic_herring_yoy-est,2002,6.501850351e-05,424.17255125,0.0875,9.015,,0.23333333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8738,LIS,Atlantic_herring_yoy-est,2003,0.00015827808026,379.69220006,0.15,12.24125,,0.32432432432,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8739,LIS,Atlantic_herring_yoy-est,2004,7.1853532917e-05,2509.1409034,0.335,17.2325,,0.4962962963,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8740,LIS,Atlantic_herring_yoy-est,2005,0.00011866579267,148.26783731,0.24375,32.1875,,0.28260869565,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8741,LIS,Atlantic_herring_yoy-est,2006,5.8945601898e-06,2.888334493,0.00375,,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8742,LIS,Atlantic_herring_yoy-est,2007,7.2070822587e-06,138.64005566,0.0016666666667,,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8743,LIS,Atlantic_herring_yoy-est,2008,5.5015895104e-05,3.3009537063,0.0016666666667,,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
8744,LIS,Atlantic_herring_yoy-est,2009,1.857878045e-05,895.38369282,0.00083333333333,,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,atlantic_herring_yoy-est
9410,LIS,Conger_eel_yoy/larvae,2004,2.7739106775e-05,0.27739106775,0.0016666666667,0.016666666667,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,conger_eel_yoy/larvae
9636,LIS,Gadus_spp._yoy/larvae,2005,0.00023794374633,9.9028611188,0.0016806722689,0.016806722689,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,gadus_spp._yoy/larvae
9637,LIS,Gadus_spp._yoy/larvae,2009,0.00036638655757,9.3251942202,0.0025,0.04,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring,gadus_spp._yoy/larvae
