,ecosystem,species,year,landings_biomass,landings_abund,landings_biomass_index,landings_abund_index,avg_len,avg_mass,source,agency,season
1299,GoM,Atlantic_halibut,1964,0.000840024,,,,,,CFDBS,NMFS/NEFSC,nd
1300,GoM,Atlantic_halibut,1965,0.002929069,,,,,,CFDBS,NMFS/NEFSC,nd
1301,GoM,Atlantic_halibut,1966,0.003577312,,,,,,CFDBS,NMFS/NEFSC,nd
1302,GoM,Atlantic_halibut,1967,0.006260515,,,,,,CFDBS,NMFS/NEFSC,nd
1303,GoM,Atlantic_halibut,1968,0.003286049,,,,,,CFDBS,NMFS/NEFSC,nd
1304,GoM,Atlantic_halibut,1969,0.001404369,,,,,,CFDBS,NMFS/NEFSC,nd
1305,GoM,Atlantic_halibut,1970,0.000416984,,,,,,CFDBS,NMFS/NEFSC,nd
1306,GoM,Atlantic_halibut,1971,0.001361038,,,,,,CFDBS,NMFS/NEFSC,nd
1307,GoM,Atlantic_halibut,1972,0.001213635,,,,,,CFDBS,NMFS/NEFSC,nd
1308,GoM,Atlantic_halibut,1973,0.000106047,,,,,,CFDBS,NMFS/NEFSC,nd
1309,GoM,Atlantic_halibut,1974,0.000256413,,,,,,CFDBS,NMFS/NEFSC,nd
1310,GoM,Atlantic_halibut,1975,0.001334368,,,,,,CFDBS,NMFS/NEFSC,nd
1311,GoM,Atlantic_halibut,1976,0.001178381,,,,,,CFDBS,NMFS/NEFSC,nd
1312,GoM,Atlantic_halibut,1977,0.000884427,,,,,,CFDBS,NMFS/NEFSC,nd
1313,GoM,Atlantic_halibut,1978,0.000949366,,,,,,CFDBS,NMFS/NEFSC,nd
1314,GoM,Atlantic_halibut,1979,0.001307303,,,,,,CFDBS,NMFS/NEFSC,nd
1315,GoM,Atlantic_halibut,1980,0.000882988,,,,,,CFDBS,NMFS/NEFSC,nd
1316,GoM,Atlantic_halibut,1981,0.000812474,,,,,,CFDBS,NMFS/NEFSC,nd
1317,GoM,Atlantic_halibut,1982,0.000980623,,,,,,CFDBS,NMFS/NEFSC,nd
1318,GoM,Atlantic_halibut,1983,0.001018652,,,,,,CFDBS,NMFS/NEFSC,nd
1319,GoM,Atlantic_halibut,1984,0.001012302,,,,,,CFDBS,NMFS/NEFSC,nd
1320,GoM,Atlantic_halibut,1985,0.00074359,,,,,,CFDBS,NMFS/NEFSC,nd
1321,GoM,Atlantic_halibut,1986,0.000923791,,,,,,CFDBS,NMFS/NEFSC,nd
1322,GoM,Atlantic_halibut,1987,0.000584118,,,,,,CFDBS,NMFS/NEFSC,nd
1323,GoM,Atlantic_halibut,1988,0.001548393,,,,,,CFDBS,NMFS/NEFSC,nd
1324,GoM,Atlantic_halibut,1989,0.000892612,,,,,,CFDBS,NMFS/NEFSC,nd
1325,GoM,Atlantic_halibut,1990,0.000780928,,,,,,CFDBS,NMFS/NEFSC,nd
1326,GoM,Atlantic_halibut,1991,0.000895248,,,,,,CFDBS,NMFS/NEFSC,nd
1327,GoM,Atlantic_halibut,1992,0.000746236,,,,,,CFDBS,NMFS/NEFSC,nd
1328,GoM,Atlantic_halibut,1993,0.000690633,,,,,,CFDBS,NMFS/NEFSC,nd
1329,GoM,Atlantic_halibut,1994,0.000387048,,,,,,CFDBS,NMFS/NEFSC,nd
1330,GoM,Atlantic_halibut,1995,0.000197559,,,,,,CFDBS,NMFS/NEFSC,nd
1331,GoM,Atlantic_halibut,1996,0.000278477,,,,,,CFDBS,NMFS/NEFSC,nd
1332,GoM,Atlantic_halibut,1997,0.000325792,,,,,,CFDBS,NMFS/NEFSC,nd
1333,GoM,Atlantic_halibut,1998,0.000163449,,,,,,CFDBS,NMFS/NEFSC,nd
1334,GoM,Atlantic_halibut,1999,0.000180058,,,,,,CFDBS,NMFS/NEFSC,nd
1335,GoM,Atlantic_halibut,2000,0.000184019,,,,,,CFDBS,NMFS/NEFSC,nd
1336,GoM,Atlantic_halibut,2001,0.000235934,,,,,,CFDBS,NMFS/NEFSC,nd
1337,GoM,Atlantic_halibut,2002,0.000238143,,,,,,CFDBS,NMFS/NEFSC,nd
1338,GoM,Atlantic_halibut,2003,0.000194006,,,,,,CFDBS,NMFS/NEFSC,nd
1339,GoM,Atlantic_halibut,2004,0.000310707,,,,,,CFDBS,NMFS/NEFSC,nd
1340,GoM,Atlantic_halibut,2005,0.000374169,,,,,,CFDBS,NMFS/NEFSC,nd
1341,GoM,Atlantic_halibut,2006,0.000157289,,,,,,CFDBS,NMFS/NEFSC,nd
1342,GoM,Atlantic_halibut,2007,0.000286024,,,,,,CFDBS,NMFS/NEFSC,nd
1343,GoM,Atlantic_halibut,2008,0.000312038,,,,,,CFDBS,NMFS/NEFSC,nd
1344,GoM,Atlantic_halibut,2009,0.000632098,,,,,,CFDBS,NMFS/NEFSC,nd
1345,GoM,Atlantic_herring,1967,0.346420353,,,,,,CFDBS,NMFS/NEFSC,nd
1346,GoM,Atlantic_herring,1968,0.127608667,,,,,,CFDBS,NMFS/NEFSC,nd
1347,GoM,Atlantic_herring,1969,0.058334678,,,,,,CFDBS,NMFS/NEFSC,nd
1348,GoM,Atlantic_herring,1970,0.21045108,,,,,,CFDBS,NMFS/NEFSC,nd
1349,GoM,Atlantic_herring,1971,1.7198222,,,,,,CFDBS,NMFS/NEFSC,nd
1350,GoM,Atlantic_herring,1972,0.37091191,,,,,,CFDBS,NMFS/NEFSC,nd
1351,GoM,Atlantic_herring,1973,1.21844623,,,,,,CFDBS,NMFS/NEFSC,nd
1352,GoM,Atlantic_herring,1974,0.140861945,,,,,,CFDBS,NMFS/NEFSC,nd
1353,GoM,Atlantic_herring,1975,1.65428207,,,,,,CFDBS,NMFS/NEFSC,nd
1354,GoM,Atlantic_herring,1976,0.326786648,,,,,,CFDBS,NMFS/NEFSC,nd
1355,GoM,Atlantic_herring,1977,0.206883099,,,,,,CFDBS,NMFS/NEFSC,nd
1356,GoM,Atlantic_herring,1978,0.182797148,,,,,,CFDBS,NMFS/NEFSC,nd
1357,GoM,Atlantic_herring,1979,0.164337489,,,,,,CFDBS,NMFS/NEFSC,nd
1358,GoM,Atlantic_herring,1980,0.429204485,,,,,,CFDBS,NMFS/NEFSC,nd
1359,GoM,Atlantic_herring,1981,0.023838188,,,,,,CFDBS,NMFS/NEFSC,nd
1360,GoM,Atlantic_herring,1982,0.250431051,,,,,,CFDBS,NMFS/NEFSC,nd
1361,GoM,Atlantic_herring,1983,0.073829893,,,,,,CFDBS,NMFS/NEFSC,nd
1362,GoM,Atlantic_herring,1984,0.342346698,,,,,,CFDBS,NMFS/NEFSC,nd
1363,GoM,Atlantic_herring,1985,0.445326455,,,,,,CFDBS,NMFS/NEFSC,nd
1364,GoM,Atlantic_herring,1986,0.053921875,,,,,,CFDBS,NMFS/NEFSC,nd
1365,GoM,Atlantic_herring,1987,0.464197887,,,,,,CFDBS,NMFS/NEFSC,nd
1366,GoM,Atlantic_herring,1988,0.297662854,,,,,,CFDBS,NMFS/NEFSC,nd
1367,GoM,Atlantic_herring,1989,0.917092034,,,,,,CFDBS,NMFS/NEFSC,nd
1368,GoM,Atlantic_herring,1990,0.683753541,,,,,,CFDBS,NMFS/NEFSC,nd
1369,GoM,Atlantic_herring,1991,0.478183677,,,,,,CFDBS,NMFS/NEFSC,nd
1370,GoM,Atlantic_herring,1992,0.775146897,,,,,,CFDBS,NMFS/NEFSC,nd
1371,GoM,Atlantic_herring,1993,0.180720402,,,,,,CFDBS,NMFS/NEFSC,nd
1372,GoM,Atlantic_herring,1994,0.209746555,,,,,,CFDBS,NMFS/NEFSC,nd
1373,GoM,Atlantic_herring,1995,0.892544093,,,,,,CFDBS,NMFS/NEFSC,nd
1374,GoM,Atlantic_herring,1996,0.389965522,,,,,,CFDBS,NMFS/NEFSC,nd
1375,GoM,Atlantic_herring,1997,0.619649969,,,,,,CFDBS,NMFS/NEFSC,nd
1376,GoM,Atlantic_herring,1998,0.437387718,,,,,,CFDBS,NMFS/NEFSC,nd
1377,GoM,Atlantic_herring,1999,0.205204818,,,,,,CFDBS,NMFS/NEFSC,nd
1378,GoM,Atlantic_herring,2000,0.911451048,,,,,,CFDBS,NMFS/NEFSC,nd
1379,GoM,Atlantic_herring,2001,0.877517701,,,,,,CFDBS,NMFS/NEFSC,nd
1380,GoM,Atlantic_herring,2002,0.935269864,,,,,,CFDBS,NMFS/NEFSC,nd
1381,GoM,Atlantic_herring,2003,0.734358941,,,,,,CFDBS,NMFS/NEFSC,nd
1382,GoM,Atlantic_herring,2004,0.992321986,,,,,,CFDBS,NMFS/NEFSC,nd
1383,GoM,Atlantic_herring,2005,0.807697124,,,,,,CFDBS,NMFS/NEFSC,nd
1384,GoM,Atlantic_herring,2006,1.220395092,,,,,,CFDBS,NMFS/NEFSC,nd
1385,GoM,Atlantic_herring,2007,0.706382026,,,,,,CFDBS,NMFS/NEFSC,nd
1386,GoM,Atlantic_herring,2008,0.586695074,,,,,,CFDBS,NMFS/NEFSC,nd
1387,GoM,Atlantic_mackerel,1963,0.077449359,,,,,,CFDBS,NMFS/NEFSC,nd
1388,GoM,Atlantic_mackerel,1964,0.017137169,,,,,,CFDBS,NMFS/NEFSC,nd
1389,GoM,Atlantic_mackerel,1965,0.048609776,,,,,,CFDBS,NMFS/NEFSC,nd
1390,GoM,Atlantic_mackerel,1966,0.023101643,,,,,,CFDBS,NMFS/NEFSC,nd
1391,GoM,Atlantic_mackerel,1967,0.005024417,,,,,,CFDBS,NMFS/NEFSC,nd
1392,GoM,Atlantic_mackerel,1968,0.002042762,,,,,,CFDBS,NMFS/NEFSC,nd
1393,GoM,Atlantic_mackerel,1969,0.007674134,,,,,,CFDBS,NMFS/NEFSC,nd
1394,GoM,Atlantic_mackerel,1970,0.01370277,,,,,,CFDBS,NMFS/NEFSC,nd
1395,GoM,Atlantic_mackerel,1971,0.010894533,,,,,,CFDBS,NMFS/NEFSC,nd
1396,GoM,Atlantic_mackerel,1972,0.044833639,,,,,,CFDBS,NMFS/NEFSC,nd
1397,GoM,Atlantic_mackerel,1973,0.006699344,,,,,,CFDBS,NMFS/NEFSC,nd
1398,GoM,Atlantic_mackerel,1974,0.015778774,,,,,,CFDBS,NMFS/NEFSC,nd
1399,GoM,Atlantic_mackerel,1975,0.065384615,,,,,,CFDBS,NMFS/NEFSC,nd
1400,GoM,Atlantic_mackerel,1976,0.044103598,,,,,,CFDBS,NMFS/NEFSC,nd
1401,GoM,Atlantic_mackerel,1977,0.075587702,,,,,,CFDBS,NMFS/NEFSC,nd
1402,GoM,Atlantic_mackerel,1978,0.006072585,,,,,,CFDBS,NMFS/NEFSC,nd
1403,GoM,Atlantic_mackerel,1979,0.045496264,,,,,,CFDBS,NMFS/NEFSC,nd
1404,GoM,Atlantic_mackerel,1980,0.023057942,,,,,,CFDBS,NMFS/NEFSC,nd
1405,GoM,Atlantic_mackerel,1981,0.002803437,,,,,,CFDBS,NMFS/NEFSC,nd
1406,GoM,Atlantic_mackerel,1982,0.016649412,,,,,,CFDBS,NMFS/NEFSC,nd
1407,GoM,Atlantic_mackerel,1983,0.109276143,,,,,,CFDBS,NMFS/NEFSC,nd
1408,GoM,Atlantic_mackerel,1984,0.000817852,,,,,,CFDBS,NMFS/NEFSC,nd
1409,GoM,Atlantic_mackerel,1985,0.312371077,,,,,,CFDBS,NMFS/NEFSC,nd
1410,GoM,Atlantic_mackerel,1986,0.035614365,,,,,,CFDBS,NMFS/NEFSC,nd
1411,GoM,Atlantic_mackerel,1987,0.023323329,,,,,,CFDBS,NMFS/NEFSC,nd
1412,GoM,Atlantic_mackerel,1988,0.006799788,,,,,,CFDBS,NMFS/NEFSC,nd
1413,GoM,Atlantic_mackerel,1989,0.01268114,,,,,,CFDBS,NMFS/NEFSC,nd
1414,GoM,Atlantic_mackerel,1990,0.002447833,,,,,,CFDBS,NMFS/NEFSC,nd
1415,GoM,Atlantic_mackerel,1991,0.003720278,,,,,,CFDBS,NMFS/NEFSC,nd
1416,GoM,Atlantic_mackerel,1992,0.011428656,,,,,,CFDBS,NMFS/NEFSC,nd
1417,GoM,Atlantic_mackerel,1993,0.005354456,,,,,,CFDBS,NMFS/NEFSC,nd
1418,GoM,Atlantic_mackerel,1994,0.013502223,,,,,,CFDBS,NMFS/NEFSC,nd
1419,GoM,Atlantic_mackerel,1995,0.002182467,,,,,,CFDBS,NMFS/NEFSC,nd
1420,GoM,Atlantic_mackerel,1996,0.012861138,,,,,,CFDBS,NMFS/NEFSC,nd
1421,GoM,Atlantic_mackerel,1997,0.03057903,,,,,,CFDBS,NMFS/NEFSC,nd
1422,GoM,Atlantic_mackerel,1998,0.022200859,,,,,,CFDBS,NMFS/NEFSC,nd
1423,GoM,Atlantic_mackerel,1999,0.002053733,,,,,,CFDBS,NMFS/NEFSC,nd
1424,GoM,Atlantic_mackerel,2000,0.009070447,,,,,,CFDBS,NMFS/NEFSC,nd
1425,GoM,Atlantic_mackerel,2001,0.005481653,,,,,,CFDBS,NMFS/NEFSC,nd
1426,GoM,Atlantic_mackerel,2002,0.009605745,,,,,,CFDBS,NMFS/NEFSC,nd
1427,GoM,Atlantic_mackerel,2003,0.000292608,,,,,,CFDBS,NMFS/NEFSC,nd
1428,GoM,Atlantic_mackerel,2004,0.001508436,,,,,,CFDBS,NMFS/NEFSC,nd
1429,GoM,Atlantic_mackerel,2005,0.0094553,,,,,,CFDBS,NMFS/NEFSC,nd
1430,GoM,Atlantic_mackerel,2006,0.00938663,,,,,,CFDBS,NMFS/NEFSC,nd
1431,GoM,Atlantic_mackerel,2007,0.092565154,,,,,,CFDBS,NMFS/NEFSC,nd
1432,GoM,Atlantic_mackerel,2008,0.000725994,,,,,,CFDBS,NMFS/NEFSC,nd
1433,GoM,Atlantic_mackerel,2009,0.078277397,,,,,,CFDBS,NMFS/NEFSC,nd
1434,GoM,Atlantic_redfishes_NS,1963,0.131166446,,,,,,CFDBS,NMFS/NEFSC,nd
1435,GoM,Atlantic_redfishes_NS,1964,0.108685278,,,,,,CFDBS,NMFS/NEFSC,nd
1436,GoM,Atlantic_redfishes_NS,1965,0.10529687,,,,,,CFDBS,NMFS/NEFSC,nd
1437,GoM,Atlantic_redfishes_NS,1966,0.111523156,,,,,,CFDBS,NMFS/NEFSC,nd
1438,GoM,Atlantic_redfishes_NS,1967,0.141257092,,,,,,CFDBS,NMFS/NEFSC,nd
1439,GoM,Atlantic_redfishes_NS,1968,0.088531033,,,,,,CFDBS,NMFS/NEFSC,nd
1440,GoM,Atlantic_redfishes_NS,1969,0.162486156,,,,,,CFDBS,NMFS/NEFSC,nd
1441,GoM,Atlantic_redfishes_NS,1970,0.218640815,,,,,,CFDBS,NMFS/NEFSC,nd
1442,GoM,Atlantic_redfishes_NS,1971,0.259930268,,,,,,CFDBS,NMFS/NEFSC,nd
1443,GoM,Atlantic_redfishes_NS,1972,0.248724644,,,,,,CFDBS,NMFS/NEFSC,nd
1444,GoM,Atlantic_redfishes_NS,1973,0.225998628,,,,,,CFDBS,NMFS/NEFSC,nd
1445,GoM,Atlantic_redfishes_NS,1974,0.13534254,,,,,,CFDBS,NMFS/NEFSC,nd
1446,GoM,Atlantic_redfishes_NS,1975,0.138059894,,,,,,CFDBS,NMFS/NEFSC,nd
1447,GoM,Atlantic_redfishes_NS,1976,0.139718967,,,,,,CFDBS,NMFS/NEFSC,nd
1448,GoM,Atlantic_redfishes_NS,1977,0.17215932,,,,,,CFDBS,NMFS/NEFSC,nd
1449,GoM,Atlantic_redfishes_NS,1978,0.18071664,,,,,,CFDBS,NMFS/NEFSC,nd
1450,GoM,Atlantic_redfishes_NS,1979,0.192786078,,,,,,CFDBS,NMFS/NEFSC,nd
1451,GoM,Atlantic_redfishes_NS,1980,0.132719345,,,,,,CFDBS,NMFS/NEFSC,nd
1452,GoM,Atlantic_redfishes_NS,1981,0.103439382,,,,,,CFDBS,NMFS/NEFSC,nd
1453,GoM,Atlantic_redfishes_NS,1982,0.090243098,,,,,,CFDBS,NMFS/NEFSC,nd
1454,GoM,Atlantic_redfishes_NS,1983,0.069544016,,,,,,CFDBS,NMFS/NEFSC,nd
1455,GoM,Atlantic_redfishes_NS,1984,0.062441279,,,,,,CFDBS,NMFS/NEFSC,nd
1456,GoM,Atlantic_redfishes_NS,1985,0.055907392,,,,,,CFDBS,NMFS/NEFSC,nd
1457,GoM,Atlantic_redfishes_NS,1986,0.037886837,,,,,,CFDBS,NMFS/NEFSC,nd
1458,GoM,Atlantic_redfishes_NS,1987,0.024730866,,,,,,CFDBS,NMFS/NEFSC,nd
1459,GoM,Atlantic_redfishes_NS,1988,0.015369312,,,,,,CFDBS,NMFS/NEFSC,nd
1460,GoM,Atlantic_redfishes_NS,1989,0.008327182,,,,,,CFDBS,NMFS/NEFSC,nd
1461,GoM,Atlantic_redfishes_NS,1990,0.007802859,,,,,,CFDBS,NMFS/NEFSC,nd
1462,GoM,Atlantic_redfishes_NS,1991,0.006850154,,,,,,CFDBS,NMFS/NEFSC,nd
1463,GoM,Atlantic_redfishes_NS,1992,0.011003041,,,,,,CFDBS,NMFS/NEFSC,nd
1464,GoM,Atlantic_redfishes_NS,1993,0.010372432,,,,,,CFDBS,NMFS/NEFSC,nd
1465,GoM,Atlantic_redfishes_NS,1994,0.005709683,,,,,,CFDBS,NMFS/NEFSC,nd
1466,GoM,Atlantic_redfishes_NS,1995,0.005741822,,,,,,CFDBS,NMFS/NEFSC,nd
1467,GoM,Atlantic_redfishes_NS,1996,0.004207113,,,,,,CFDBS,NMFS/NEFSC,nd
1468,GoM,Atlantic_redfishes_NS,1997,0.003247495,,,,,,CFDBS,NMFS/NEFSC,nd
1469,GoM,Atlantic_redfishes_NS,1998,0.004178729,,,,,,CFDBS,NMFS/NEFSC,nd
1470,GoM,Atlantic_redfishes_NS,1999,0.00455437,,,,,,CFDBS,NMFS/NEFSC,nd
1471,GoM,Atlantic_redfishes_NS,2000,0.00417016,,,,,,CFDBS,NMFS/NEFSC,nd
1472,GoM,Atlantic_redfishes_NS,2001,0.00470626,,,,,,CFDBS,NMFS/NEFSC,nd
1473,GoM,Atlantic_redfishes_NS,2002,0.004810417,,,,,,CFDBS,NMFS/NEFSC,nd
1474,GoM,Atlantic_redfishes_NS,2003,0.004717634,,,,,,CFDBS,NMFS/NEFSC,nd
1475,GoM,Atlantic_redfishes_NS,2004,0.005188166,,,,,,CFDBS,NMFS/NEFSC,nd
1476,GoM,Atlantic_redfishes_NS,2005,0.007370369,,,,,,CFDBS,NMFS/NEFSC,nd
1477,GoM,Atlantic_redfishes_NS,2006,0.00538945,,,,,,CFDBS,NMFS/NEFSC,nd
1478,GoM,Atlantic_redfishes_NS,2007,0.008301924,,,,,,CFDBS,NMFS/NEFSC,nd
1479,GoM,Atlantic_redfishes_NS,2008,0.012733838,,,,,,CFDBS,NMFS/NEFSC,nd
1480,GoM,Atlantic_redfishes_NS,2009,0.024769294,,,,,,CFDBS,NMFS/NEFSC,nd
1481,GoM,Atlantic_wolffish,1963,0.000443067,,,,,,CFDBS,NMFS/NEFSC,nd
1482,GoM,Atlantic_wolffish,1964,0.004635049,,,,,,CFDBS,NMFS/NEFSC,nd
1483,GoM,Atlantic_wolffish,1965,0.003460647,,,,,,CFDBS,NMFS/NEFSC,nd
1484,GoM,Atlantic_wolffish,1966,0.002721739,,,,,,CFDBS,NMFS/NEFSC,nd
1485,GoM,Atlantic_wolffish,1967,0.002625952,,,,,,CFDBS,NMFS/NEFSC,nd
1486,GoM,Atlantic_wolffish,1968,0.002184536,,,,,,CFDBS,NMFS/NEFSC,nd
1487,GoM,Atlantic_wolffish,1969,0.001891251,,,,,,CFDBS,NMFS/NEFSC,nd
1488,GoM,Atlantic_wolffish,1970,0.002277892,,,,,,CFDBS,NMFS/NEFSC,nd
1489,GoM,Atlantic_wolffish,1971,0.001914959,,,,,,CFDBS,NMFS/NEFSC,nd
1490,GoM,Atlantic_wolffish,1972,0.00179007,,,,,,CFDBS,NMFS/NEFSC,nd
1491,GoM,Atlantic_wolffish,1973,0.002062605,,,,,,CFDBS,NMFS/NEFSC,nd
1492,GoM,Atlantic_wolffish,1974,0.001297446,,,,,,CFDBS,NMFS/NEFSC,nd
1493,GoM,Atlantic_wolffish,1975,0.001829623,,,,,,CFDBS,NMFS/NEFSC,nd
1494,GoM,Atlantic_wolffish,1976,0.003217905,,,,,,CFDBS,NMFS/NEFSC,nd
1495,GoM,Atlantic_wolffish,1977,0.001725411,,,,,,CFDBS,NMFS/NEFSC,nd
1496,GoM,Atlantic_wolffish,1978,0.005856864,,,,,,CFDBS,NMFS/NEFSC,nd
1497,GoM,Atlantic_wolffish,1979,0.006743907,,,,,,CFDBS,NMFS/NEFSC,nd
1498,GoM,Atlantic_wolffish,1980,0.008185581,,,,,,CFDBS,NMFS/NEFSC,nd
1499,GoM,Atlantic_wolffish,1981,0.006874252,,,,,,CFDBS,NMFS/NEFSC,nd
1500,GoM,Atlantic_wolffish,1982,0.009015966,,,,,,CFDBS,NMFS/NEFSC,nd
1501,GoM,Atlantic_wolffish,1983,0.012982028,,,,,,CFDBS,NMFS/NEFSC,nd
1502,GoM,Atlantic_wolffish,1984,0.010952742,,,,,,CFDBS,NMFS/NEFSC,nd
1503,GoM,Atlantic_wolffish,1985,0.010557739,,,,,,CFDBS,NMFS/NEFSC,nd
1504,GoM,Atlantic_wolffish,1986,0.012470011,,,,,,CFDBS,NMFS/NEFSC,nd
1505,GoM,Atlantic_wolffish,1987,0.009601181,,,,,,CFDBS,NMFS/NEFSC,nd
1506,GoM,Atlantic_wolffish,1988,0.007826205,,,,,,CFDBS,NMFS/NEFSC,nd
1507,GoM,Atlantic_wolffish,1989,0.006077751,,,,,,CFDBS,NMFS/NEFSC,nd
1508,GoM,Atlantic_wolffish,1990,0.004638066,,,,,,CFDBS,NMFS/NEFSC,nd
1509,GoM,Atlantic_wolffish,1991,0.005310271,,,,,,CFDBS,NMFS/NEFSC,nd
1510,GoM,Atlantic_wolffish,1992,0.004934284,,,,,,CFDBS,NMFS/NEFSC,nd
1511,GoM,Atlantic_wolffish,1993,0.004886735,,,,,,CFDBS,NMFS/NEFSC,nd
1512,GoM,Atlantic_wolffish,1994,0.004981715,,,,,,CFDBS,NMFS/NEFSC,nd
1513,GoM,Atlantic_wolffish,1995,0.005015599,,,,,,CFDBS,NMFS/NEFSC,nd
1514,GoM,Atlantic_wolffish,1996,0.003955124,,,,,,CFDBS,NMFS/NEFSC,nd
1515,GoM,Atlantic_wolffish,1997,0.00333277,,,,,,CFDBS,NMFS/NEFSC,nd
1516,GoM,Atlantic_wolffish,1998,0.003251951,,,,,,CFDBS,NMFS/NEFSC,nd
1517,GoM,Atlantic_wolffish,1999,0.002489435,,,,,,CFDBS,NMFS/NEFSC,nd
1518,GoM,Atlantic_wolffish,2000,0.002077883,,,,,,CFDBS,NMFS/NEFSC,nd
1519,GoM,Atlantic_wolffish,2001,0.002171995,,,,,,CFDBS,NMFS/NEFSC,nd
1520,GoM,Atlantic_wolffish,2002,0.001588774,,,,,,CFDBS,NMFS/NEFSC,nd
1521,GoM,Atlantic_wolffish,2003,0.001407399,,,,,,CFDBS,NMFS/NEFSC,nd
1522,GoM,Atlantic_wolffish,2004,0.001395785,,,,,,CFDBS,NMFS/NEFSC,nd
1523,GoM,Atlantic_wolffish,2005,0.001400931,,,,,,CFDBS,NMFS/NEFSC,nd
1524,GoM,Atlantic_wolffish,2006,0.000946837,,,,,,CFDBS,NMFS/NEFSC,nd
1525,GoM,Atlantic_wolffish,2007,0.000752511,,,,,,CFDBS,NMFS/NEFSC,nd
1526,GoM,Atlantic_wolffish,2008,0.000602688,,,,,,CFDBS,NMFS/NEFSC,nd
1527,GoM,Atlantic_wolffish,2009,0.000932588,,,,,,CFDBS,NMFS/NEFSC,nd
1528,GoM,Goosefish,1964,0.000974301,,,,,,CFDBS,NMFS/NEFSC,nd
1529,GoM,Goosefish,1965,0.00102851,,,,,,CFDBS,NMFS/NEFSC,nd
1530,GoM,Goosefish,1966,0.001414375,,,,,,CFDBS,NMFS/NEFSC,nd
1531,GoM,Goosefish,1967,0.00756821,,,,,,CFDBS,NMFS/NEFSC,nd
1532,GoM,Goosefish,1968,0.001066101,,,,,,CFDBS,NMFS/NEFSC,nd
1533,GoM,Goosefish,1969,0.00038079,,,,,,CFDBS,NMFS/NEFSC,nd
1534,GoM,Goosefish,1970,0.000951499,,,,,,CFDBS,NMFS/NEFSC,nd
1535,GoM,Goosefish,1971,0.000190598,,,,,,CFDBS,NMFS/NEFSC,nd
1536,GoM,Goosefish,1972,0.000627291,,,,,,CFDBS,NMFS/NEFSC,nd
1537,GoM,Goosefish,1973,0.001142447,,,,,,CFDBS,NMFS/NEFSC,nd
1538,GoM,Goosefish,1974,0.010567518,,,,,,CFDBS,NMFS/NEFSC,nd
1539,GoM,Goosefish,1975,0.011425553,,,,,,CFDBS,NMFS/NEFSC,nd
1540,GoM,Goosefish,1976,0.025894583,,,,,,CFDBS,NMFS/NEFSC,nd
1541,GoM,Goosefish,1977,0.037081845,,,,,,CFDBS,NMFS/NEFSC,nd
1542,GoM,Goosefish,1978,0.050923894,,,,,,CFDBS,NMFS/NEFSC,nd
1543,GoM,Goosefish,1979,0.057539753,,,,,,CFDBS,NMFS/NEFSC,nd
1544,GoM,Goosefish,1980,0.057830252,,,,,,CFDBS,NMFS/NEFSC,nd
1545,GoM,Goosefish,1981,0.044347182,,,,,,CFDBS,NMFS/NEFSC,nd
1546,GoM,Goosefish,1982,0.042599243,,,,,,CFDBS,NMFS/NEFSC,nd
1547,GoM,Goosefish,1983,0.044100992,,,,,,CFDBS,NMFS/NEFSC,nd
1548,GoM,Goosefish,1984,0.04560966,,,,,,CFDBS,NMFS/NEFSC,nd
1549,GoM,Goosefish,1985,0.047005639,,,,,,CFDBS,NMFS/NEFSC,nd
1550,GoM,Goosefish,1986,0.051945939,,,,,,CFDBS,NMFS/NEFSC,nd
1551,GoM,Goosefish,1987,0.058604408,,,,,,CFDBS,NMFS/NEFSC,nd
1552,GoM,Goosefish,1988,0.054725885,,,,,,CFDBS,NMFS/NEFSC,nd
1553,GoM,Goosefish,1989,0.058568479,,,,,,CFDBS,NMFS/NEFSC,nd
1554,GoM,Goosefish,1990,0.055862922,,,,,,CFDBS,NMFS/NEFSC,nd
1555,GoM,Goosefish,1991,0.056410256,,,,,,CFDBS,NMFS/NEFSC,nd
1556,GoM,Goosefish,1992,0.069267646,,,,,,CFDBS,NMFS/NEFSC,nd
1557,GoM,Goosefish,1993,0.088669485,,,,,,CFDBS,NMFS/NEFSC,nd
1558,GoM,Goosefish,1994,0.108439976,,,,,,CFDBS,NMFS/NEFSC,nd
1559,GoM,Goosefish,1995,0.121520716,,,,,,CFDBS,NMFS/NEFSC,nd
1560,GoM,Goosefish,1996,0.110630413,,,,,,CFDBS,NMFS/NEFSC,nd
1561,GoM,Goosefish,1997,0.103761628,,,,,,CFDBS,NMFS/NEFSC,nd
1562,GoM,Goosefish,1998,0.081940516,,,,,,CFDBS,NMFS/NEFSC,nd
1563,GoM,Goosefish,1999,0.084635862,,,,,,CFDBS,NMFS/NEFSC,nd
1564,GoM,Goosefish,2000,0.10207244,,,,,,CFDBS,NMFS/NEFSC,nd
1565,GoM,Goosefish,2001,0.135196035,,,,,,CFDBS,NMFS/NEFSC,nd
1566,GoM,Goosefish,2002,0.134886063,,,,,,CFDBS,NMFS/NEFSC,nd
1567,GoM,Goosefish,2003,0.146387162,,,,,,CFDBS,NMFS/NEFSC,nd
1568,GoM,Goosefish,2004,0.138127898,,,,,,CFDBS,NMFS/NEFSC,nd
1569,GoM,Goosefish,2005,0.100146033,,,,,,CFDBS,NMFS/NEFSC,nd
1570,GoM,Goosefish,2006,0.069243012,,,,,,CFDBS,NMFS/NEFSC,nd
