,ecosystem,species,year,biomass,biomass_SE,abundance,abundance_SE,biomass_index,biomass_index_SE,abundance_index,abundance_index_units,abundance_index_SE,avg_len,avg_mass,source,agency,season
12112,MAB,Goosefish,1974,0.083297324076,0.03152066351,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12113,MAB,Goosefish,1975,0.029205879711,0.011414902649,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12114,MAB,Goosefish,1976,0.070355602847,0.021971684917,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12115,MAB,Goosefish,1977,0.18897204841,0.039322670771,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12116,MAB,Goosefish,1978,0.11984182838,0.029132742391,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12117,MAB,Goosefish,1979,0.10682737573,0.027292125289,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12118,MAB,Goosefish,1980,0.062295067804,0.012022654494,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12119,MAB,Goosefish,1981,0.11096096279,0.027767844826,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12120,MAB,Goosefish,1982,0.053637403398,0.045266828378,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12121,MAB,Goosefish,1983,0.050161771337,0.013043037722,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12122,MAB,Goosefish,1984,0.068030313874,0.0034731352824,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12123,MAB,Goosefish,1985,0.024145345144,0.013438919149,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12124,MAB,Goosefish,1986,0.030840068544,0.0027361009466,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12125,MAB,Goosefish,1987,0.024275242808,0.0066067711722,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12126,MAB,Goosefish,1988,0.024257774533,0.007635892022,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12127,MAB,Goosefish,1989,0.016646404334,0.0027390034913,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12128,MAB,Goosefish,1990,0.0051104543478,0.0024902877731,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12129,MAB,Goosefish,1991,0.043222958009,0.019710153508,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12130,MAB,Goosefish,1992,0.0073057124714,0.00048646146331,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12131,MAB,Goosefish,1993,0.017440388199,0.0056166749726,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12132,MAB,Goosefish,1994,0.014479251165,0.004004237492,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12133,MAB,Goosefish,1995,0.029281657356,0.016252307146,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12134,MAB,Goosefish,1996,0.0062496419537,0.0017035740353,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12135,MAB,Goosefish,1997,0.016340541515,0.0021642480422,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12136,MAB,Goosefish,1998,0.0087290520433,0.0022819733566,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12137,MAB,Goosefish,1999,0.027686680697,0.0130064386,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12138,MAB,Goosefish,2000,0.024185145797,0.0054720575331,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12139,MAB,Goosefish,2001,0.025477435716,0.004044974239,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12140,MAB,Goosefish,2002,0.031082308361,0.0055103743306,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12141,MAB,Goosefish,2003,0.051835425693,0.016164385568,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12142,MAB,Goosefish,2004,0.00878016116,0.004070819579,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12143,MAB,Goosefish,2005,0.014750468468,0.00054389237515,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12144,MAB,Goosefish,2006,0.027997023738,0.0020092269119,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12145,MAB,Goosefish,2007,0.015972930199,0.0021447503623,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12146,MAB,Haddock,1968,3.2881309089e-05,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12147,MAB,Haddock,1969,5.0427857338e-05,5.5354038042e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12148,MAB,Haddock,1970,3.1373575554e-06,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12149,MAB,Haddock,1971,9.7428220532e-05,1.6606211413e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12150,MAB,Haddock,1980,1.3290331148e-05,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12151,MAB,Haddock,1981,2.2632240977e-05,3.9580266297e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12152,MAB,Haddock,1982,0.00075409924994,3.9580266297e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12153,MAB,Haddock,1983,0.00072686554906,3.9580266297e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12154,MAB,Haddock,1984,5.2482679478e-05,7.9160532593e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12155,MAB,Haddock,1985,0.00066983629927,0.00035484615549,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12156,MAB,Haddock,1986,0.00076906188716,0.00026771543973,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12157,MAB,Haddock,1987,0.0032235541587,0.0010233637164,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12158,MAB,Haddock,1988,0.00022046723836,3.3258696822e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12159,MAB,Haddock,1989,1.8680490312e-05,6.3232924421e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12160,MAB,Haddock,1990,0.00089900996794,0.00022650663642,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12161,MAB,Haddock,1991,0.00024115934799,2.7292366422e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12162,MAB,Haddock,1992,0.0003962141423,5.6136757776e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12163,MAB,Haddock,1993,5.2056591032e-05,1.3450718649e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12164,MAB,Haddock,1994,0.00056890552454,7.0238922409e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12165,MAB,Haddock,1995,0.00032662147906,5.3821827242e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12166,MAB,Haddock,1996,0.00053550403829,0.0001411292908,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12167,MAB,Haddock,1997,0.00020748187272,4.8566610848e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12168,MAB,Haddock,1998,7.1987643094e-05,4.5705417422e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12169,MAB,Haddock,1999,0.00023378032618,4.8566610848e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12170,MAB,Haddock,2000,3.8488451675e-06,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12171,MAB,Haddock,2001,0.0049031478688,0.0010855687058,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12172,MAB,Haddock,2002,0.010708828454,0.0043306522967,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12173,MAB,Haddock,2003,0.02104400198,0.0043377042815,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12174,MAB,Haddock,2004,2.5457317506e-05,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12175,MAB,Haddock,2005,0.041752782202,0.012984904905,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12176,MAB,Haddock,2006,0.00013384974656,0.0043306522967,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12177,MAB,Haddock,2007,0.013365872337,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12178,MAB,Longfin_squid,1967,0.015935225841,0.089087227395,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12179,MAB,Longfin_squid,1968,0.016924169122,0.046265564007,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12180,MAB,Longfin_squid,1969,0.032781623348,0.037080445399,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12181,MAB,Longfin_squid,1970,0.09661078197,0.025274651998,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12182,MAB,Longfin_squid,1971,0.054740288399,0.016432856861,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12183,MAB,Longfin_squid,1972,0.21592125906,0.079703854247,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12184,MAB,Longfin_squid,1973,0.19423278544,0.072629941875,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12185,MAB,Longfin_squid,1974,0.24649440548,0.11754802484,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12186,MAB,Longfin_squid,1975,0.23297849282,0.12181229463,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12187,MAB,Longfin_squid,1976,0.18878127092,0.14228503881,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12188,MAB,Longfin_squid,1977,0.11335488744,0.087843190199,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12189,MAB,Longfin_squid,1978,0.045370037334,0.030517111693,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12190,MAB,Longfin_squid,1979,0.06550465503,0.032183159913,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12191,MAB,Longfin_squid,1980,0.10309608303,0.03974733551,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12192,MAB,Longfin_squid,1981,0.10333172213,0.035257297403,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12193,MAB,Longfin_squid,1982,0.068292075632,0.038171976399,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12194,MAB,Longfin_squid,1983,0.10651488089,0.070147500039,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12195,MAB,Longfin_squid,1984,0.068900610513,0.067855466248,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12196,MAB,Longfin_squid,1985,0.046574825428,0.055914363077,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12197,MAB,Longfin_squid,1986,0.06801840741,0.059885445866,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12198,MAB,Longfin_squid,1987,0.039361023066,0.02249599202,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12199,MAB,Longfin_squid,1988,0.075833813537,0.071846296243,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12200,MAB,Longfin_squid,1989,0.1088648252,0.076007454002,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12201,MAB,Longfin_squid,1990,0.078856735733,0.059357933132,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12202,MAB,Longfin_squid,1991,0.097203767352,0.055952624362,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12203,MAB,Longfin_squid,1992,0.11818232276,0.096672343157,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12204,MAB,Longfin_squid,1993,0.083203086726,0.030667938291,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12205,MAB,Longfin_squid,1994,0.10849906682,0.098557033329,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12206,MAB,Longfin_squid,1995,0.087071990374,0.048000571164,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12207,MAB,Longfin_squid,1996,0.044493066482,0.017228886917,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12208,MAB,Longfin_squid,1997,0.068558186415,0.058637949886,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12209,MAB,Longfin_squid,1998,0.083013861546,0.028719547237,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12210,MAB,Longfin_squid,1999,0.053706446147,0.046503082402,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12211,MAB,Longfin_squid,2000,0.069411744887,0.080167529689,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12212,MAB,Longfin_squid,2001,0.041111690348,0.037719066036,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12213,MAB,Longfin_squid,2002,0.095284620046,0.11867567976,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12214,MAB,Longfin_squid,2003,0.035382345007,0.028498178343,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12215,MAB,Longfin_squid,2004,0.068954452645,0.051823701167,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12216,MAB,Longfin_squid,2005,0.062182718957,0.04616347589,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12217,MAB,Longfin_squid,2006,0.042519034821,0.073954927429,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12218,MAB,Longfin_squid,2007,0.037115481805,0.066598226588,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12219,MAB,Longfin_squid,2008,0.032294123037,0.04377525852,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12220,MAB,Longfin_squid,2009,0.03920569306,0.062261577576,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12221,MAB,Northern_sand_lance,1967,0.036070329731,0.008231588752,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12222,MAB,Northern_sand_lance,1968,0.10080593107,0.030703906133,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12223,MAB,Northern_sand_lance,1969,0.035036860783,0.010966139397,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12224,MAB,Northern_sand_lance,1970,0.012467923813,0.0040305465976,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12225,MAB,Northern_sand_lance,1971,0.024341812083,0.011350375776,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12226,MAB,Northern_sand_lance,1972,0.0014983072209,0.00051427972469,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12227,MAB,Northern_sand_lance,1973,0.29949214116,0.095041261883,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12228,MAB,Northern_sand_lance,1974,0.027776044759,0.0071933948349,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12229,MAB,Northern_sand_lance,1975,0.0036942879846,0.00075399908865,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12230,MAB,Northern_sand_lance,1976,1.3316467784,0.57000701088,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12231,MAB,Northern_sand_lance,1977,0.077380617334,0.031397110789,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12232,MAB,Northern_sand_lance,1978,1.3745517493,0.65161115288,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12233,MAB,Northern_sand_lance,1979,1.0532785999,0.44643977234,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12234,MAB,Northern_sand_lance,1980,0.55043914971,0.22381285784,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12235,MAB,Northern_sand_lance,1981,3.2648700006,1.2969032687,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12236,MAB,Northern_sand_lance,1982,0.063388363823,0.014648470599,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12237,MAB,Northern_sand_lance,1983,0.19706913845,0.073180761443,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12238,MAB,Northern_sand_lance,1984,0.094001285433,0.042821844571,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12239,MAB,Northern_sand_lance,1985,0.1800917942,0.074013254768,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12240,MAB,Northern_sand_lance,1986,0.020401157894,0.0059131215801,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12241,MAB,Northern_sand_lance,1987,0.04641391305,0.015040847632,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12242,MAB,Northern_sand_lance,1988,1.1962294459,0.53925270424,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12243,MAB,Northern_sand_lance,1989,0.29341679649,0.095231490838,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12244,MAB,Northern_sand_lance,1990,0.0096160837238,0.0030597123594,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12245,MAB,Northern_sand_lance,1991,0.00075315803414,0.00014538317565,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12246,MAB,Northern_sand_lance,1992,0.024578650522,0.0057426762354,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12247,MAB,Northern_sand_lance,1993,0.038458974742,0.01203608626,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12248,MAB,Northern_sand_lance,1994,0.00011716391399,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12249,MAB,Northern_sand_lance,1995,0.0001401422763,0.0,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12250,MAB,Northern_sand_lance,1996,0.0104902218,0.0040086540743,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12251,MAB,Northern_sand_lance,1997,0.031001940702,0.010511712625,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12252,MAB,Northern_sand_lance,1998,0.16941221588,0.074252892537,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12253,MAB,Northern_sand_lance,1999,0.0013764421888,0.00029458875573,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12254,MAB,Northern_sand_lance,2000,0.00031383886149,1.5791739841e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12255,MAB,Northern_sand_lance,2001,0.087089072693,0.033753569774,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12256,MAB,Northern_sand_lance,2002,0.20109906367,0.098677115409,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12257,MAB,Northern_sand_lance,2003,0.0024131799518,0.00032902805482,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12258,MAB,Northern_sand_lance,2004,0.048992667762,0.022165928756,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12259,MAB,Northern_sand_lance,2005,0.98377918428,0.49513299959,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12260,MAB,Northern_sand_lance,2006,0.027815386025,0.0075417734199,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12261,MAB,Northern_sand_lance,2007,3.4834720236e-05,2.7930541451e-06,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12262,MAB,Northern_sand_lance,2008,0.01157354394,0.0044858206997,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12263,MAB,Northern_sand_lance,2009,0.00093665227668,0.00016411232973,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12264,MAB,Ocean_pout,1968,0.029526623991,0.0033657827037,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12265,MAB,Ocean_pout,1969,0.015221061074,0.0026595629618,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12266,MAB,Ocean_pout,1970,0.0082573686721,0.0012499884087,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12267,MAB,Ocean_pout,1971,0.0052247994539,0.00077548545994,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12268,MAB,Ocean_pout,1972,0.017739826166,0.0029859901052,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12269,MAB,Ocean_pout,1973,0.013501663826,0.0023130602483,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12270,MAB,Ocean_pout,1974,0.014807760329,0.0032970936161,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12271,MAB,Ocean_pout,1975,0.0064219269591,0.00071502105127,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12272,MAB,Ocean_pout,1976,0.0038501325096,0.00034356975361,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12273,MAB,Ocean_pout,1977,0.0030619579384,0.00064259844296,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12274,MAB,Ocean_pout,1978,0.005764364063,0.0016083112383,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12275,MAB,Ocean_pout,1979,0.0002658627152,4.5285743713e-05,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12276,MAB,Ocean_pout,1980,0.0068051615236,0.0018337065572,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12277,MAB,Ocean_pout,1981,0.013040967615,0.002438408145,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12278,MAB,Ocean_pout,1982,0.037287915877,0.0048906882227,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12279,MAB,Ocean_pout,1983,0.016167715096,0.0034148942938,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12280,MAB,Ocean_pout,1984,0.011372494456,0.0032117709243,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12281,MAB,Ocean_pout,1985,0.020240078341,0.003693041183,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12282,MAB,Ocean_pout,1986,0.010171231328,0.0011125316757,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12283,MAB,Ocean_pout,1987,0.0020046191993,0.00017632381757,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12284,MAB,Ocean_pout,1988,0.0072345492071,0.0011926744112,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12285,MAB,Ocean_pout,1989,0.0052722965595,0.0010399973047,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12286,MAB,Ocean_pout,1990,0.0049460447539,0.0011966403659,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12287,MAB,Ocean_pout,1991,0.0029395563646,0.00058899812429,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12288,MAB,Ocean_pout,1992,0.012880670806,0.0021492481795,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12289,MAB,Ocean_pout,1993,0.022440490737,0.0031641875671,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
12290,MAB,Ocean_pout,1994,0.00352822487,0.00073889776669,,,,,,nd,,,,NEFSC_Bottom_Trawl_Survey,NMFS/NEFSC,nd
