,ecosystem,species,year,biomass,abundance,biomass_index,abundance_index,avg_len,avg_mass,source,agency,season
2880,Del,Longhorn_sculpin,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2881,Del,Longhorn_sculpin,1990,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2882,Del,Longhorn_sculpin,1991,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2883,Del,Longhorn_sculpin,1992,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2884,Del,Longhorn_sculpin,1993,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2885,Del,Longhorn_sculpin,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2886,Del,Longhorn_sculpin,1995,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2887,Del,Longhorn_sculpin,1996,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2888,Del,Longhorn_sculpin,1997,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2889,Del,Longhorn_sculpin,1998,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2890,Del,Longhorn_sculpin,1999,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2891,Del,Longhorn_sculpin,2000,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2892,Del,Longhorn_sculpin,2001,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2893,Del,Longhorn_sculpin,2002,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2894,Del,Longhorn_sculpin,2003,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2895,Del,Longhorn_sculpin,2004,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2896,Del,Longhorn_sculpin,2005,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2897,Del,Longhorn_sculpin,2006,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2898,Del,Longhorn_sculpin,2007,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2899,Del,Longhorn_sculpin,2008,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2900,Del,Lookdown,1966,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2901,Del,Lookdown,1967,,5.4441051701,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2902,Del,Lookdown,1968,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2903,Del,Lookdown,1969,,4.59734902,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2904,Del,Lookdown,1970,,1.7099534965,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2905,Del,Lookdown,1971,,1.1099698135,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2906,Del,Lookdown,1974,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2907,Del,Lookdown,1979,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2908,Del,Lookdown,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2909,Del,Lookdown,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2910,Del,Lookdown,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2911,Del,Lookdown,1983,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2912,Del,Lookdown,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2913,Del,Lookdown,1990,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2914,Del,Lookdown,1991,2.9873723817e-05,2.2979787552,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2915,Del,Lookdown,1992,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2916,Del,Lookdown,1993,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2917,Del,Lookdown,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2918,Del,Lookdown,1995,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2919,Del,Lookdown,1996,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2920,Del,Lookdown,1997,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2921,Del,Lookdown,1998,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2922,Del,Lookdown,1999,9.749652297e-06,0.9749652297,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2923,Del,Lookdown,2000,4.76776785e-05,0.95355357001,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2924,Del,Lookdown,2001,2.880194812e-06,0.96006493733,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2925,Del,Lookdown,2002,7.5362102483e-05,1.2560350414,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2926,Del,Lookdown,2003,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2927,Del,Lookdown,2004,1.9460747252e-05,0.97303736261,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2928,Del,Lookdown,2005,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2929,Del,Lookdown,2006,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2930,Del,Lookdown,2007,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2931,Del,Lookdown,2008,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2932,Del,Mummichog,1966,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2933,Del,Mummichog,1967,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2934,Del,Mummichog,1968,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2935,Del,Mummichog,1969,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2936,Del,Mummichog,1970,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2937,Del,Mummichog,1971,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2938,Del,Mummichog,1974,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2939,Del,Mummichog,1979,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2940,Del,Mummichog,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2941,Del,Mummichog,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2942,Del,Mummichog,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2943,Del,Mummichog,1983,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2944,Del,Mummichog,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2945,Del,Mummichog,1990,0.003461213152,7.8663935274,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2946,Del,Mummichog,1991,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2947,Del,Mummichog,1992,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2948,Del,Mummichog,1993,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2949,Del,Mummichog,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2950,Del,Mummichog,1995,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2951,Del,Mummichog,1996,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2952,Del,Mummichog,1997,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2953,Del,Mummichog,1998,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2954,Del,Mummichog,1999,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2955,Del,Mummichog,2000,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2956,Del,Mummichog,2001,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2957,Del,Mummichog,2002,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2958,Del,Mummichog,2003,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2959,Del,Mummichog,2004,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2960,Del,Mummichog,2005,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2961,Del,Mummichog,2006,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2962,Del,Mummichog,2007,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2963,Del,Mummichog,2008,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2964,Del,Naked_goby,1966,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2965,Del,Naked_goby,1967,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2966,Del,Naked_goby,1968,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2967,Del,Naked_goby,1969,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2968,Del,Naked_goby,1970,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2969,Del,Naked_goby,1971,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2970,Del,Naked_goby,1974,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2971,Del,Naked_goby,1979,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2972,Del,Naked_goby,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2973,Del,Naked_goby,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2974,Del,Naked_goby,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2975,Del,Naked_goby,1983,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2976,Del,Naked_goby,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2977,Del,Naked_goby,1990,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2978,Del,Naked_goby,1991,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2979,Del,Naked_goby,1992,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2980,Del,Naked_goby,1993,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2981,Del,Naked_goby,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2982,Del,Naked_goby,1995,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2983,Del,Naked_goby,1996,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2984,Del,Naked_goby,1997,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2985,Del,Naked_goby,1998,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2986,Del,Naked_goby,1999,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2987,Del,Naked_goby,2000,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2988,Del,Naked_goby,2001,1.1520779248e-05,58.563961177,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2989,Del,Naked_goby,2002,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2990,Del,Naked_goby,2003,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2991,Del,Naked_goby,2004,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2992,Del,Naked_goby,2005,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2993,Del,Naked_goby,2006,9.7058504403e-06,0.97058504403,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2994,Del,Naked_goby,2007,2.0069997987e-05,2.8671425696,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2995,Del,Naked_goby,2008,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2996,Del,Northern_kingfish,1966,,202.7993332,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2997,Del,Northern_kingfish,1967,,129.56970305,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2998,Del,Northern_kingfish,1968,,186.05644813,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
2999,Del,Northern_kingfish,1969,,99.609228766,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3000,Del,Northern_kingfish,1970,,107.72707028,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3001,Del,Northern_kingfish,1971,,6.6598188811,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3002,Del,Northern_kingfish,1974,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3003,Del,Northern_kingfish,1979,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3004,Del,Northern_kingfish,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3005,Del,Northern_kingfish,1981,0.00016551544636,3.3103089271,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3006,Del,Northern_kingfish,1982,0.0,2.092501562,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3007,Del,Northern_kingfish,1983,0.00043186538819,2.159326941,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3008,Del,Northern_kingfish,1984,0.00014286385664,1.9048514219,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3009,Del,Northern_kingfish,1990,0.00023599180582,6.2931148219,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3010,Del,Northern_kingfish,1991,0.0035607180811,29.873723817,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3011,Del,Northern_kingfish,1992,0.0029803561562,25.052807042,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3012,Del,Northern_kingfish,1993,0.009847268728,43.965382752,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3013,Del,Northern_kingfish,1994,0.0024407183907,10.540530478,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3014,Del,Northern_kingfish,1995,0.0098544977733,176.96587765,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3015,Del,Northern_kingfish,1996,0.010888674176,65.763279676,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3016,Del,Northern_kingfish,1997,0.010883587934,46.860530571,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3017,Del,Northern_kingfish,1998,0.0032286177713,16.335268486,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3018,Del,Northern_kingfish,1999,0.00099446453429,10.724617527,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3019,Del,Northern_kingfish,2000,0.0045579860646,26.69949996,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3020,Del,Northern_kingfish,2001,0.0018913279265,8.640584436,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3021,Del,Northern_kingfish,2002,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3022,Del,Northern_kingfish,2003,0.0041437154438,23.510442234,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3023,Del,Northern_kingfish,2004,0.0028412690988,17.514672527,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3024,Del,Northern_kingfish,2005,0.00019015798866,1.9015798866,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3025,Del,Northern_kingfish,2006,0.013568778916,65.02919795,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3026,Del,Northern_kingfish,2007,0.0048359138008,29.627139886,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3027,Del,Northern_kingfish,2008,0.0049018792571,25.38821926,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3028,Del,Northern_pipefish,1966,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3029,Del,Northern_pipefish,1967,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3030,Del,Northern_pipefish,1968,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3031,Del,Northern_pipefish,1969,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3032,Del,Northern_pipefish,1970,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3033,Del,Northern_pipefish,1971,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3034,Del,Northern_pipefish,1974,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3035,Del,Northern_pipefish,1979,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3036,Del,Northern_pipefish,1980,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3037,Del,Northern_pipefish,1981,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3038,Del,Northern_pipefish,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3039,Del,Northern_pipefish,1983,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3040,Del,Northern_pipefish,1984,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3041,Del,Northern_pipefish,1990,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3042,Del,Northern_pipefish,1991,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3043,Del,Northern_pipefish,1992,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3044,Del,Northern_pipefish,1993,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3045,Del,Northern_pipefish,1994,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3046,Del,Northern_pipefish,1995,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3047,Del,Northern_pipefish,1996,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3048,Del,Northern_pipefish,1997,0.00018376678655,0.91883393276,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3049,Del,Northern_pipefish,1998,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3050,Del,Northern_pipefish,1999,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3051,Del,Northern_pipefish,2000,9.5355357001e-07,0.95355357001,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3052,Del,Northern_pipefish,2001,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3053,Del,Northern_pipefish,2002,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3054,Del,Northern_pipefish,2003,2.9388052793e-06,1.4694026396,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3055,Del,Northern_pipefish,2004,4.865186813e-06,1.9460747252,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3056,Del,Northern_pipefish,2005,9.507899433e-07,0.9507899433,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3057,Del,Northern_pipefish,2006,1.455877566e-05,1.9411700881,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3058,Del,Northern_pipefish,2007,5.7342851393e-06,1.9114283798,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3059,Del,Northern_pipefish,2008,9.7646997154e-06,0.97646997154,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3060,Del,Northern_puffer,1966,,1255.56646,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3061,Del,Northern_puffer,1967,,613.00624216,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3062,Del,Northern_puffer,1968,,923.92133644,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3063,Del,Northern_puffer,1969,,654.35601051,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3064,Del,Northern_puffer,1970,,213.74418706,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3065,Del,Northern_puffer,1971,,139.8561965,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3066,Del,Northern_puffer,1974,,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3067,Del,Northern_puffer,1979,0.0,1.7142556826,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3068,Del,Northern_puffer,1980,0.00022093083687,4.4186167374,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3069,Del,Northern_puffer,1981,0.0,1.6551544636,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3070,Del,Northern_puffer,1982,0.0,0.0,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3071,Del,Northern_puffer,1983,0.00032389904114,4.3186538819,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3072,Del,Northern_puffer,1984,0.00028572771328,1.9048514219,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3073,Del,Northern_puffer,1990,0.0014505629664,12.586229644,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3074,Del,Northern_puffer,1991,0.011966724368,70.088352033,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3075,Del,Northern_puffer,1992,0.0029785003927,10.206699165,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3076,Del,Northern_puffer,1993,0.0021455106783,5.8620510336,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3077,Del,Northern_puffer,1994,0.00082099020724,3.5135101594,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3078,Del,Northern_puffer,1995,0.0021124722568,7.4121833572,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3079,Del,Northern_puffer,1996,0.012751607738,45.279635187,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3080,Del,Northern_puffer,1997,0.0061469990102,36.75335731,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3081,Del,Northern_puffer,1998,0.0026328609206,11.530777755,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3082,Del,Northern_puffer,1999,0.0012967037555,10.724617527,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
3083,Del,Northern_puffer,2000,0.018861289615,67.702303471,,,,,30_ft_bottom_trawl,Delaware_Division_of_Fish_and_Wildlife,nd
